aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,American Indian or Alaska Native,0.0133651759681477,4944
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,Asian,0.0975626318313577,4945
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,Black or African American,0.217109535147248,4946
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,Middle Eastern or North African,0.031849910359224,4947
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.000691783060227567,4948
Reporting Group,Commuter Rail,Providence/Stoughton Line,Race and Ethnicity,Race,White,0.596517681696124,4949
Reporting Group,Commuter Rail,Providence/Stoughton Line,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.185938459643073,4950
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.140922747664321,4951
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Ability to Understand English,Prefer not to say,0.00261338812803607,4952
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Fare Product,Other,0.00481100784867492,4953
Reporting Group,Ferry,Ferry,Income,Household Income,60% to 80% of Area Median Income,0.246253376171136,4954
Reporting Group,Commuter Rail,Providence/Stoughton Line,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.151389326832589,4955
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0,4956
Reporting Group,Ferry,Ferry,Income,Household Income,80% to 100% of Area Median Income,0.286794371813265,4957
Reporting Group,Ferry,Ferry,Income,Household Income,100% to 140%  of Area Median Income,0.169886237345673,4958
Reporting Group,Ferry,Ferry,Income,Household Income,130% to 200% of Area Median Income,0.0360349437922232,4959
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Gender,Other,0.000640724297031427,4960
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0,4961
Reporting Group,Ferry,Ferry,Income,Household Income,200% or more of Area Median Income,0.0236853981019351,4962
Reporting Group,Commuter Rail,Providence/Stoughton Line,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.06709168721529,4963
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,Under 18,0.0422834411725868,4964
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Gender,Prefer not to say,0.00449899886828589,4965
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Reduced Fares,Full Fare,0.88172902869356,4966
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Alternative Mode,Other,0,4967
Reporting Group,Ferry,Ferry,Income,Household Income,Prefer not to say,0.0582183246108563,4968
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Cars per Capita,0,0.237954755936742,4969
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,18 to 25,0.209023834675822,4970
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Hispanic or Latine,Yes,0.370109828513374,4971
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0777568571573966,4972
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Used Alternative Mode,No,0.912295836416467,4973
Reporting Group,Ferry,Ferry,Income,Title VI Low-Income,Yes,0.45168015390832,4974
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.307776276185587,4975
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,26 to 34,0.407523438531626,4976
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,35 to 44,0.230765548659712,4977
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,45 to 64,0.0948171134292883,4978
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Age,65 or older,0.0155849729301466,4979
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Gender,Female,0.542750561204278,4980
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Gender,Male,0.432351776046481,4981
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Gender,Non-Binary,0.014937937409217,4982
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Gender,Other,0.00128911923940314,4983
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Other Demographics,Gender,Prefer not to say,0.00866895549980193,4984
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Hispanic or Latine,Yes,0.397356426014991,4985
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Hispanic or Latine,No,0.590603272051284,4986
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0120419558213537,4987
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,American Indian or Alaska Native,0.0209668252217629,4988
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Asian,0.0777354137205416,4989
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Black or African American,0.158354928853193,4990
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Middle Eastern or North African,0.0270648812866645,4991
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.00320718843246974,4992
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,White,0.608567388171294,4993
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Other,0.0952785314595414,4994
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Race,Prefer not to say,0.0611260343859317,4995
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Title VI Minority,Yes,0.620626702400339,4996
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Race and Ethnicity,Title VI Minority,No,0.379373297599661,4997
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.0553715524015282,4998
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,5 days per week,0.399626962996501,4999
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.287323795790948,5000
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.0613837802723465,5001
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.0473596230915483,5002
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Frequency,Less than once per month,0.148935925891294,5003
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.611878504076402,5004
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.0645858597395268,5005
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.0470188686851043,5006
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.167197981786361,5007
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.109318785712606,5008
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Cars per Capita,0,0.456700092797077,5009
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.275956205534734,5010
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Cars per Capita,0.5,0.15974585110745,5011
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.020039492709315,5012
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Cars per Capita,1 or more,0.07771934998885,5013
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Usable Cars,0,0.457024006504436,5014
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Usable Cars,1,0.415538612957521,5015
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Airport,Vehicles,Usable Cars,2,0.110341839500185,5016
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Reduced Fares,Senior CharlieCard,0.00549590351636049,5017
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Hispanic or Latine,No,0.611312161712414,5018
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Cars per Capita,0.5,0.239329467782039,5019
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Reduced Fares,Youth Pass,0.00431820990571181,5020
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0185745064723502,5021
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Alternative Modes,Used Alternative Mode,Yes,0.0877005540616145,5022
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Fares,Reduced Fares,Transportation Access Pass (TAP),0.0307000007269714,5023
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,Less than 40% of Area Median Income,0.0681540746841587,5024
Reporting Group,Ferry,Ferry,Income,Title VI Low-Income,No,0.548323422028486,5025
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,30% to 60% of Area Median Income,0.49630108981807,5026
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,American Indian or Alaska Native,0.0601018897027674,5027
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,Monthly Pass,0.368457134555228,5028
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.036271630477456,5029
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,60% to 80% of Area Median Income,0.181290721103643,5030
Reporting Group,Ferry,Ferry,Other Demographics,Ability to Understand English,Always,0.919107110353615,5031
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Asian,0.0756605269732531,5032
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,Pay-as-you-go,0.318752014673634,5033
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Cars per Capita,1 or more,0.115735008405561,5034
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,80% to 100% of Area Median Income,0.0779786154457077,5035
Reporting Group,Ferry,Ferry,Other Demographics,Ability to Understand English,Often,0.0472920424271507,5036
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Black or African American,0.106904530000253,5037
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,7-day Pass,0.271198906741609,5038
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Usable Cars,0,0.237266870189093,5039
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,100% to 140%  of Area Median Income,0.0671907402232583,5040
Reporting Group,Ferry,Ferry,Other Demographics,Ability to Understand English,Sometimes,0.026492148329555,5041
Reporting Group,Ferry,Ferry,Other Demographics,Ability to Understand English,Never,0.00581139443681432,5042
Reporting Group,Ferry,Ferry,Other Demographics,Ability to Understand English,Prefer not to say,0.00130061390300002,5043
Reporting Group,Ferry,Ferry,Other Demographics,Age,Under 18,0.0111376032922886,5044
Reporting Group,Ferry,Ferry,Other Demographics,Age,18 to 25,0.0778619721069994,5045
Reporting Group,Ferry,Ferry,Other Demographics,Age,26 to 34,0.210830584315903,5046
Reporting Group,Ferry,Ferry,Other Demographics,Age,35 to 44,0.354103929189666,5047
Reporting Group,Ferry,Ferry,Other Demographics,Age,45 to 64,0.301505699448019,5048
Reporting Group,Ferry,Ferry,Other Demographics,Age,65 or older,0.0445634778064474,5049
Reporting Group,Ferry,Ferry,Other Demographics,Gender,Female,0.50492210210014,5050
Reporting Group,Ferry,Ferry,Other Demographics,Gender,Male,0.489969624718294,5051
Reporting Group,Ferry,Ferry,Other Demographics,Gender,Non-Binary,0.00511153934088905,5052
Reporting Group,Ferry,Ferry,Race and Ethnicity,Hispanic or Latine,Yes,0.136681879301323,5053
Reporting Group,Ferry,Ferry,Race and Ethnicity,Hispanic or Latine,No,0.861576064277245,5054
Reporting Group,Ferry,Ferry,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.00174205642143193,5055
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,American Indian or Alaska Native,0.0334132927880121,5056
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Asian,0.0478093216532643,5057
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Black or African American,0.0934826944894517,5058
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Middle Eastern or North African,0.0218252714019077,5059
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0,5060
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,White,0.806616783500627,5061
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Other,0.0388662836154094,5062
Reporting Group,Ferry,Ferry,Race and Ethnicity,Race,Prefer not to say,0.0100842069541436,5063
Reporting Group,Ferry,Ferry,Race and Ethnicity,Title VI Minority,Yes,0.272709574293677,5064
Reporting Group,Ferry,Ferry,Race and Ethnicity,Title VI Minority,No,0.727290425706323,5065
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.0159619832788453,5066
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,5 days per week,0.357779730445682,5067
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.169156318244666,5068
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.185018155504154,5069
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.0999101916342538,5070
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Frequency,Less than once per month,0.172173620892398,5071
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.525979237924592,5072
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.00944184853742935,5073
Reporting Group,Ferry,Ferry,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.25427047981909,5074
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Middle Eastern or North African,0.0316024636017684,5075
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,Student Pass (M7),0.00714613250763873,5076
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Usable Cars,1,0.454866368825918,5077
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,130% to 200% of Area Median Income,0.0233332843086788,5078
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.00341442749501233,5079
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Usable Cars,2,0.222640650321076,5080
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,Semester Pass,0.00508946285963343,5081
Reporting Group,Commuter Rail,Providence/Stoughton Line,Vehicles,Usable Cars,3 or more,0.0852261106639122,5082
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,200% or more of Area Median Income,0.00436809671583839,5083
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Fare Product,1-day Pass,0.0293563486622567,5084
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,White,0.603064656873572,5085
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Full Fare,0.924662909324392,5086
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,Walked,0.641293830638382,5087
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Household Income,Prefer not to say,0.0813760240024708,5088
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Other,0.137384541297193,5089
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0464736429072968,5090
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.139839286337435,5091
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Title VI Low-Income,Yes,0.811807556836375,5092
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Race,Prefer not to say,0.0651094753078597,5093
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Student (S-Card or M7),0.00305268414669405,5094
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,Drove Alone,0.0944422766394158,5095
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Income,Title VI Low-Income,No,0.188192443163625,5096
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Title VI Minority,Yes,0.55492762088181,5097
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Senior CharlieCard,0.00674744577073704,5098
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.0328660391664208,5099
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Ability to Understand English,Always,0.906225640874796,5100
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Race and Ethnicity,Title VI Minority,No,0.44507237911819,5101
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Youth Pass,0.00231673569312451,5102
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.0650563576434162,5103
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Ability to Understand English,Often,0.0721177180003824,5104
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.0340689674401745,5105
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Transportation Access Pass (TAP),0.0149029561847831,5106
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.022685815258598,5107
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Ability to Understand English,Sometimes,0.0216566411248217,5108
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,5 days per week,0.457231682919859,5109
Reporting Group,Ferry,Ferry,Access Mode,Access to First MBTA Service,The RIDE,0.00381322191872952,5110
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Fares,Reduced Fares,Other Reduced or Free Fare,0.00184738081202149,5111
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Age,18 to 25,0.12736902968827,5112
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.15312388905541,5113
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Different MBTA Service,0.565486922373978,5114
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,Less than 40% of Area Median Income,0.105292910380585,5115
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.0868122599488356,5116
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Drive Alone,0.304576551656005,5117
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,30% to 60% of Area Median Income,0.42072876534764,5118
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.111268724862156,5119
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.101089184716837,5120
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,60% to 80% of Area Median Income,0.195848485939582,5121
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Frequency,Less than once per month,0.157490990457204,5122
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Age,26 to 34,0.346122821920351,5123
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Walk,0.0337375583491813,5124
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,80% to 100% of Area Median Income,0.0616282000504087,5125
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.553930523590334,5126
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Age,35 to 44,0.4289844313258,5127
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.0687100200054336,5128
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,100% to 140%  of Area Median Income,0.0904115507867353,5129
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.00676783659378596,5130
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Age,45 to 64,0.0830757589817901,5131
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.0164242139840451,5132
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,130% to 200% of Area Median Income,0.0305800597702805,5133
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.130609896432681,5134
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Age,65 or older,0.0144479580837896,5135
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0242288028847341,5136
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,200% or more of Area Median Income,0.0101285421092428,5137
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.170303509781358,5138
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Gender,Female,0.546115319282335,5139
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Household Income,Prefer not to say,0.0853814856155259,5140
Reporting Group,Ferry,Ferry,Alternative Modes,Alternative Mode,Other,0,5141
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.138388233601841,5142
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Gender,Male,0.445230995793449,5143
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Title VI Low-Income,Yes,0.789258199254381,5144
Reporting Group,Ferry,Ferry,Alternative Modes,Used Alternative Mode,No,0.864595699996321,5145
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Vehicles,Cars per Capita,0,0.335718283002052,5146
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Other Demographics,Gender,Prefer not to say,0.00866097530747191,5147
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Income,Title VI Low-Income,No,0.210741800745619,5148
Reporting Group,Ferry,Ferry,Alternative Modes,Used Alternative Mode,Yes,0.135404300003679,5149
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.322469790867826,5150
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Race and Ethnicity,Hispanic or Latine,Yes,0.270374315835874,5151
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Ability to Understand English,Always,0.81414697404309,5152
Reporting Group,Ferry,Ferry,Fares,Fare Product,Monthly Pass,0.356602798910491,5153
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Vehicles,Cars per Capita,0.5,0.201446722075984,5154
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Race and Ethnicity,Hispanic or Latine,No,0.709392792858979,5155
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Ability to Understand English,Often,0.07339540063007,5156
Reporting Group,Ferry,Ferry,Fares,Fare Product,Pay-as-you-go,0.520089495364221,5157
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.0356581756378635,5158
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Bowdoin,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0202328913051464,5159
Reporting Group,Rapid Transit or Bus Rapid Transit - Blue Line,Aquarium,Other Demographics,Ability to Understand English,Sometimes,0.0804784021312434,5160
Reporting Group,Ferry,Ferry,Fares,Fare Product,7-day Pass,0.0626467549544473,5161
