aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.316855156505302,1
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0,2
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0,3
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Other,0,4
Reporting Group,Bus,10,Alternative Modes,Used Alternative Mode,No,0.837547493884349,5
Reporting Group,Bus,10,Alternative Modes,Used Alternative Mode,Yes,0.162457710924895,6
Reporting Group,Bus,10,Fares,Fare Product,Monthly Pass,0.359982270691495,7
Reporting Group,Bus,10,Fares,Fare Product,Pay-as-you-go,0.461621716341372,8
Reporting Group,Bus,10,Fares,Fare Product,7-day Pass,0.150116735127223,9
Reporting Group,Bus,10,Fares,Fare Product,Student Pass (M7),0.00899350097150426,10
Reporting Group,Bus,10,Fares,Fare Product,1-day Pass,0.0192857768684063,11
Reporting Group,Bus,10,Fares,Reduced Fares,Full Fare,0.831979765855949,12
Reporting Group,Bus,10,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0830069474830048,13
Reporting Group,Bus,10,Fares,Reduced Fares,Student (S-Card or M7),0.02148810603716,14
Reporting Group,Bus,10,Fares,Reduced Fares,Senior CharlieCard,0.0405483282285519,15
Reporting Group,Bus,10,Fares,Reduced Fares,Youth Pass,0.00927398268998858,16
Reporting Group,Bus,10,Fares,Reduced Fares,Transportation Access Pass (TAP),0.00439153495619137,17
Reporting Group,Bus,10,Fares,Reduced Fares,Other Reduced or Free Fare,0.00931133474915424,18
Reporting Group,Bus,10,Income,Household Income,Less than 40% of Area Median Income,0.137916341168951,19
Reporting Group,Bus,10,Income,Household Income,30% to 60% of Area Median Income,0.321015147057332,20
Reporting Group,Bus,10,Income,Household Income,60% to 80% of Area Median Income,0.228499396349691,21
Reporting Group,Bus,10,Income,Household Income,80% to 100% of Area Median Income,0.109676666632849,22
Reporting Group,Bus,10,Income,Household Income,100% to 140%  of Area Median Income,0.0865908468351477,23
Reporting Group,Bus,10,Income,Household Income,130% to 200% of Area Median Income,0.0256018748668418,24
Reporting Group,Bus,10,Income,Household Income,Prefer not to say,0.0906946543975164,25
Reporting Group,Bus,10,Income,Title VI Low-Income,Yes,0.756001227301888,26
Reporting Group,Bus,10,Income,Title VI Low-Income,No,0.244004351343059,27
Reporting Group,Bus,10,Other Demographics,Ability to Understand English,Always,0.920109682630325,28
Reporting Group,Bus,10,Other Demographics,Ability to Understand English,Often,0.0432299785470653,29
Reporting Group,Bus,10,Other Demographics,Ability to Understand English,Sometimes,0.0258721363933347,30
Reporting Group,Bus,10,Other Demographics,Ability to Understand English,Never,0.0107830578406104,31
Reporting Group,Bus,10,Other Demographics,Age,Under 18,0.0114736302505805,32
Reporting Group,Bus,10,Other Demographics,Age,18 to 25,0.23375951110173,33
Reporting Group,Bus,10,Other Demographics,Age,26 to 34,0.328960990662284,34
Reporting Group,Bus,10,Other Demographics,Age,35 to 44,0.192930876780348,35
Reporting Group,Bus,10,Other Demographics,Age,45 to 64,0.195634693282674,36
Reporting Group,Bus,10,Other Demographics,Age,65 or older,0.0372453236036145,37
Reporting Group,Bus,10,Other Demographics,Gender,Female,0.64389493073604,38
Reporting Group,Bus,10,Other Demographics,Gender,Male,0.351487471928541,39
Reporting Group,Bus,10,Other Demographics,Gender,Non-Binary,0.00461759733541924,40
Reporting Group,Bus,10,Race and Ethnicity,Hispanic or Latine,Yes,0.120579395515778,41
Reporting Group,Bus,10,Race and Ethnicity,Hispanic or Latine,No,0.875206725821399,42
Reporting Group,Bus,10,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.00421387866282315,43
Reporting Group,Bus,10,Race and Ethnicity,Race,American Indian or Alaska Native,0.00469426200295301,44
Reporting Group,Bus,10,Race and Ethnicity,Race,Asian,0.116231352782445,45
Reporting Group,Bus,10,Race and Ethnicity,Race,Black or African American,0.183712641922509,46
Reporting Group,Bus,10,Race and Ethnicity,Race,Middle Eastern or North African,0.0140471462756479,47
Reporting Group,Bus,10,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.00884883661728018,48
Reporting Group,Bus,10,Race and Ethnicity,Race,White,0.642808410977038,49
Reporting Group,Bus,10,Race and Ethnicity,Race,Other,0.0484445802148567,50
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Walked,0.947642100652785,51
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.016876418210876,52
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Drove Alone,0.0038789669134606,53
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.00916274887125557,54
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.00547831273093249,55
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.00853838662932918,56
Reporting Group,Bus,1,Access Mode,Access to First MBTA Service,The RIDE,0.00842306599136144,57
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Different MBTA Service,0.312583503964709,58
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Drive Alone,0.159394739546687,59
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.454063925496676,60
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Walk,0.191452356294124,61
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.0944731245701275,62
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.134815915756852,63
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0211082211382628,64
Reporting Group,Bus,1,Alternative Modes,Alternative Mode,Other,0.00920223573218648,65
Reporting Group,Bus,1,Alternative Modes,Used Alternative Mode,No,0.84235220022922,66
Reporting Group,Bus,1,Alternative Modes,Used Alternative Mode,Yes,0.15764779977078,67
Reporting Group,Bus,1,Fares,Fare Product,Monthly Pass,0.443192108975826,68
Reporting Group,Bus,1,Fares,Fare Product,Pay-as-you-go,0.358387192099443,69
Reporting Group,Bus,1,Fares,Fare Product,7-day Pass,0.146886677343095,70
Reporting Group,Bus,1,Fares,Fare Product,Student Pass (M7),0.022720773278426,71
Reporting Group,Bus,1,Fares,Fare Product,Semester Pass,0.0152448905666133,72
Reporting Group,Bus,1,Fares,Fare Product,1-day Pass,0.00914407458247541,73
Reporting Group,Bus,1,Fares,Fare Product,Other,0.00442428315412186,74
Reporting Group,Bus,1,Fares,Reduced Fares,Full Fare,0.829827703482748,75
Reporting Group,Bus,1,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0770260909720619,76
Reporting Group,Bus,1,Fares,Reduced Fares,Student (S-Card or M7),0.0208927468220934,77
Reporting Group,Bus,1,Fares,Reduced Fares,Senior CharlieCard,0.0262894157144908,78
Reporting Group,Bus,1,Fares,Reduced Fares,Youth Pass,0.00699170655300879,79
Reporting Group,Bus,1,Fares,Reduced Fares,Transportation Access Pass (TAP),0.0341872234737624,80
Reporting Group,Bus,1,Fares,Reduced Fares,Other Reduced or Free Fare,0.00478511298183429,81
Reporting Group,Bus,1,Income,Household Income,Less than 40% of Area Median Income,0.182348498532537,82
Reporting Group,Bus,1,Income,Household Income,30% to 60% of Area Median Income,0.369650366774842,83
Reporting Group,Bus,1,Income,Household Income,60% to 80% of Area Median Income,0.199898653522336,84
Reporting Group,Bus,1,Income,Household Income,80% to 100% of Area Median Income,0.0726300259548814,85
Reporting Group,Bus,1,Income,Household Income,100% to 140%  of Area Median Income,0.0624299151526319,86
Reporting Group,Bus,1,Income,Household Income,130% to 200% of Area Median Income,0.0226356630496319,87
Reporting Group,Bus,1,Income,Household Income,200% or more of Area Median Income,0.00129713793182873,88
Reporting Group,Bus,1,Income,Household Income,Prefer not to say,0.0891085268028702,89
Reporting Group,Bus,1,Income,Title VI Low-Income,Yes,0.825452362827194,90
Reporting Group,Bus,1,Income,Title VI Low-Income,No,0.174547637172806,91
Reporting Group,Bus,1,Other Demographics,Ability to Understand English,Always,0.886391063117812,92
Reporting Group,Bus,1,Other Demographics,Ability to Understand English,Often,0.0608869571906612,93
Reporting Group,Bus,1,Other Demographics,Ability to Understand English,Sometimes,0.0435701853917458,94
Reporting Group,Bus,1,Other Demographics,Ability to Understand English,Never,0.00746903727066426,95
Reporting Group,Bus,1,Other Demographics,Ability to Understand English,Prefer not to say,0.00168395899842302,96
Reporting Group,Bus,1,Other Demographics,Age,Under 18,0.0324238289596521,97
Reporting Group,Bus,1,Other Demographics,Age,18 to 25,0.282140994564635,98
Reporting Group,Bus,1,Other Demographics,Age,26 to 34,0.33905045341797,99
Reporting Group,Bus,1,Other Demographics,Age,35 to 44,0.21407355695596,100
Reporting Group,Bus,104,Fares,Reduced Fares,Youth Pass,0.0104732174487012,101
Reporting Group,Bus,104,Fares,Reduced Fares,Transportation Access Pass (TAP),0.00905922711954728,102
Reporting Group,Bus,104,Income,Household Income,Less than 40% of Area Median Income,0.192164719586981,103
Reporting Group,Bus,104,Income,Household Income,30% to 60% of Area Median Income,0.414439799101629,104
Reporting Group,Bus,104,Income,Household Income,60% to 80% of Area Median Income,0.1955526687342,105
Reporting Group,Bus,104,Income,Household Income,80% to 100% of Area Median Income,0.0733943835060852,106
Reporting Group,Bus,104,Income,Household Income,100% to 140%  of Area Median Income,0.0299639858871029,107
Reporting Group,Bus,104,Income,Household Income,Prefer not to say,0.0944874926431797,108
Reporting Group,Bus,104,Income,Title VI Low-Income,Yes,0.88585986488944,109
Reporting Group,Bus,104,Income,Title VI Low-Income,No,0.11414013511056,110
Reporting Group,Bus,104,Other Demographics,Ability to Understand English,Always,0.708348167938703,111
Reporting Group,Bus,104,Other Demographics,Ability to Understand English,Often,0.0847442414305845,112
Reporting Group,Bus,104,Other Demographics,Ability to Understand English,Sometimes,0.169665002199012,113
Reporting Group,Bus,104,Other Demographics,Ability to Understand English,Never,0.0372425884317005,114
Reporting Group,Bus,104,Other Demographics,Age,Under 18,0.0293632774228371,115
Reporting Group,Bus,104,Other Demographics,Age,18 to 25,0.236320115458402,116
Reporting Group,Bus,104,Other Demographics,Age,26 to 34,0.408959173017465,117
Reporting Group,Bus,104,Other Demographics,Age,35 to 44,0.230972537562115,118
Reporting Group,Bus,104,Other Demographics,Age,45 to 64,0.0692310400056321,119
Reporting Group,Bus,104,Other Demographics,Age,65 or older,0.0251567899278972,120
Reporting Group,Bus,104,Other Demographics,Gender,Female,0.494192971569236,121
Reporting Group,Bus,104,Other Demographics,Gender,Male,0.497842767610045,122
Reporting Group,Bus,104,Other Demographics,Gender,Non-Binary,0.00796426082071884,123
Reporting Group,Bus,104,Race and Ethnicity,Hispanic or Latine,Yes,0.40503380338389,124
Reporting Group,Bus,104,Race and Ethnicity,Hispanic or Latine,No,0.575430090339692,125
Reporting Group,Bus,104,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0195361062764181,126
Reporting Group,Bus,104,Race and Ethnicity,Race,American Indian or Alaska Native,0.0382028633662268,127
Reporting Group,Bus,104,Race and Ethnicity,Race,Asian,0.167960121140047,128
Reporting Group,Bus,104,Race and Ethnicity,Race,Black or African American,0.22068007258544,129
Reporting Group,Bus,104,Race and Ethnicity,Race,Middle Eastern or North African,0.0652560362064557,130
Reporting Group,Bus,104,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.00617407566015472,131
Reporting Group,Bus,104,Race and Ethnicity,Race,White,0.402735201781979,132
Reporting Group,Bus,104,Race and Ethnicity,Race,Other,0.141797321486338,133
Reporting Group,Bus,104,Race and Ethnicity,Race,Prefer not to say,0.0656072560793387,134
Reporting Group,Bus,104,Race and Ethnicity,Title VI Minority,Yes,0.778772297340189,135
Reporting Group,Bus,104,Race and Ethnicity,Title VI Minority,No,0.221227702659811,136
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.0665900625113298,137
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,5 days per week,0.376295984421873,138
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.197024717997298,139
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.154953832839207,140
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.0933108783748224,141
Reporting Group,Bus,104,Trip Purpose and Frequency,Frequency,Less than once per month,0.111827447678192,142
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.501608426038077,143
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.0675297294521686,144
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.0969646810785667,145
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.224916860231553,146
Reporting Group,Bus,104,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.108977282681254,147
Reporting Group,Bus,104,Vehicles,Cars per Capita,0,0.4281703143653,148
Reporting Group,Bus,104,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.369467568643056,149
Reporting Group,Bus,104,Vehicles,Cars per Capita,0.5,0.121196975726224,150
Reporting Group,Bus,1,Other Demographics,Age,45 to 64,0.11133727398265,151
Reporting Group,Bus,1,Other Demographics,Age,65 or older,0.0209750693694765,152
Reporting Group,Bus,1,Other Demographics,Gender,Female,0.601981662230109,153
Reporting Group,Bus,1,Other Demographics,Gender,Male,0.378885536823425,154
Reporting Group,Bus,1,Other Demographics,Gender,Non-Binary,0.0127536231884058,155
Reporting Group,Bus,1,Other Demographics,Gender,Other,0.00165749778172138,156
Reporting Group,Bus,1,Other Demographics,Gender,Prefer not to say,0.00472167997633836,157
Reporting Group,Bus,1,Race and Ethnicity,Hispanic or Latine,Yes,0.186929709650898,158
Reporting Group,Bus,1,Race and Ethnicity,Hispanic or Latine,No,0.798766405979504,159
Reporting Group,Bus,1,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0143038843695975,160
Reporting Group,Bus,1,Race and Ethnicity,Race,American Indian or Alaska Native,0.0200455597497134,161
Reporting Group,Bus,1,Race and Ethnicity,Race,Asian,0.163886110360706,162
Reporting Group,Bus,1,Race and Ethnicity,Race,Black or African American,0.336656615290261,163
Reporting Group,Bus,1,Race and Ethnicity,Race,Middle Eastern or North African,0.032708347023162,164
Reporting Group,Bus,1,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0,165
Reporting Group,Bus,1,Race and Ethnicity,Race,White,0.423334525869517,166
Reporting Group,Bus,1,Race and Ethnicity,Race,Other,0.0798938399421742,167
Reporting Group,Bus,1,Race and Ethnicity,Race,Prefer not to say,0.018013380742731,168
Reporting Group,Bus,1,Race and Ethnicity,Title VI Minority,Yes,0.665510393221237,169
Reporting Group,Bus,1,Race and Ethnicity,Title VI Minority,No,0.334489606778763,170
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.0556186539925209,171
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,5 days per week,0.42045473289332,172
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.25837867388031,173
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.114829598874596,174
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.0749208847709959,175
Reporting Group,Bus,1,Trip Purpose and Frequency,Frequency,Less than once per month,0.0757962774016744,176
Reporting Group,Bus,1,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.566067452409606,177
Reporting Group,Bus,1,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.0910234797140922,178
Reporting Group,Bus,1,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.0724611554221622,179
Reporting Group,Bus,1,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.167501863662718,180
Reporting Group,Bus,1,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.102946048791421,181
Reporting Group,Bus,1,Vehicles,Cars per Capita,0,0.48565442984904,182
Reporting Group,Bus,1,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.279319359843619,183
Reporting Group,Bus,1,Vehicles,Cars per Capita,0.5,0.141964264255443,184
Reporting Group,Bus,1,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.0337676348769331,185
Reporting Group,Bus,1,Vehicles,Cars per Capita,1 or more,0.0473027283821711,186
Reporting Group,Bus,1,Vehicles,Usable Cars,0,0.483785079849391,187
Reporting Group,Bus,1,Vehicles,Usable Cars,1,0.37542124802715,188
Reporting Group,Bus,1,Vehicles,Usable Cars,2,0.127535063381525,189
Reporting Group,Bus,1,Vehicles,Usable Cars,3 or more,0.0132599261712605,190
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,Walked,0.960810006551671,191
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.0089572841074474,192
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.00593651381102181,193
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.0135484548559883,194
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.00205552415866046,195
Reporting Group,Bus,10,Access Mode,Access to First MBTA Service,The RIDE,0.00869221651521138,196
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Different MBTA Service,0.146253163745875,197
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Drive Alone,0.260916925639958,198
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.619197129401211,199
Reporting Group,Bus,10,Alternative Modes,Alternative Mode,Walk,0.113894851504181,200
Reporting Group,Bus,10,Race and Ethnicity,Race,Prefer not to say,0.0125706430426149,201
Reporting Group,Bus,10,Race and Ethnicity,Title VI Minority,Yes,0.411511338203623,202
Reporting Group,Bus,10,Race and Ethnicity,Title VI Minority,No,0.588488661796377,203
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.039781081522627,204
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,5 days per week,0.261558568861297,205
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.245012048684855,206
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.297469776180363,207
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.0949752899852965,208
Reporting Group,Bus,10,Trip Purpose and Frequency,Frequency,Less than once per month,0.0611981293906224,209
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.403377843458067,210
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.047258141130522,211
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.128389718688975,212
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.334300944740592,213
Reporting Group,Bus,10,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.0866786298622473,214
Reporting Group,Bus,10,Vehicles,Cars per Capita,0,0.388866579398895,215
Reporting Group,Bus,10,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.267967686587013,216
Reporting Group,Bus,10,Vehicles,Cars per Capita,0.5,0.213453143986607,217
Reporting Group,Bus,10,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.0240003754947926,218
Reporting Group,Bus,10,Vehicles,Cars per Capita,1 or more,0.100898579899555,219
Reporting Group,Bus,10,Vehicles,Usable Cars,0,0.391478423430441,220
Reporting Group,Bus,10,Vehicles,Usable Cars,1,0.466432985407904,221
Reporting Group,Bus,10,Vehicles,Usable Cars,2,0.128239081892299,222
Reporting Group,Bus,10,Vehicles,Usable Cars,3 or more,0.0138443163524952,223
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Walked,0.956358521153137,224
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.0131376176167018,225
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Drove Alone,0.00141240111047893,226
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.0141983480053408,227
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.0124285579499026,228
Reporting Group,Bus,104,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.00246741327599862,229
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Different MBTA Service,0.247832369942197,230
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Drive Alone,0.151441181065459,231
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.392184814872676,232
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Walk,0.0777417591001406,233
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.416595063271364,234
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.0192938603343228,235
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.10398765817841,236
Reporting Group,Bus,104,Alternative Modes,Alternative Mode,Other,0,237
Reporting Group,Bus,104,Alternative Modes,Used Alternative Mode,No,0.846479933085301,238
Reporting Group,Bus,104,Alternative Modes,Used Alternative Mode,Yes,0.153520066914699,239
Reporting Group,Bus,104,Fares,Fare Product,Monthly Pass,0.316130190294873,240
Reporting Group,Bus,104,Fares,Fare Product,Pay-as-you-go,0.354053807515868,241
Reporting Group,Bus,104,Fares,Fare Product,7-day Pass,0.293131199590397,242
Reporting Group,Bus,104,Fares,Fare Product,Student Pass (M7),0.0246880158662433,243
Reporting Group,Bus,104,Fares,Fare Product,Semester Pass,0.00640593689401809,244
Reporting Group,Bus,104,Fares,Fare Product,1-day Pass,0.002383467562772,245
Reporting Group,Bus,104,Fares,Fare Product,Other,0.00320443972328236,246
Reporting Group,Bus,104,Fares,Reduced Fares,Full Fare,0.900726978753811,247
Reporting Group,Bus,104,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0683105691992334,248
Reporting Group,Bus,104,Fares,Reduced Fares,Student (S-Card or M7),0.00843549691011321,249
Reporting Group,Bus,104,Fares,Reduced Fares,Senior CharlieCard,0.00299148275204302,250
Reporting Group,Bus,111,Alternative Modes,Alternative Mode,Walk,0.0500845766828591,251
Reporting Group,Bus,111,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.116683292852186,252
Reporting Group,Bus,111,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.0784069222761971,253
Reporting Group,Bus,111,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.0200706974323387,254
Reporting Group,Bus,111,Alternative Modes,Alternative Mode,Other,0,255
Reporting Group,Bus,111,Alternative Modes,Used Alternative Mode,No,0.871723106058624,256
Reporting Group,Bus,111,Alternative Modes,Used Alternative Mode,Yes,0.128278201821616,257
Reporting Group,Bus,111,Fares,Fare Product,Monthly Pass,0.429087897033993,258
Reporting Group,Bus,111,Fares,Fare Product,Pay-as-you-go,0.284020516741534,259
Reporting Group,Bus,111,Fares,Fare Product,7-day Pass,0.234111312880308,260
Reporting Group,Bus,111,Fares,Fare Product,Student Pass (M7),0.026599127082736,261
Reporting Group,Bus,111,Fares,Fare Product,Semester Pass,0.00310936952435567,262
Reporting Group,Bus,111,Fares,Fare Product,1-day Pass,0.0168543120201344,263
Reporting Group,Bus,111,Fares,Fare Product,Other,0.00621873904871133,264
Reporting Group,Bus,111,Fares,Reduced Fares,Full Fare,0.836000442745805,265
Reporting Group,Bus,111,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.0819900121755096,266
Reporting Group,Bus,111,Fares,Reduced Fares,Student (S-Card or M7),0.0283865170880348,267
Reporting Group,Bus,111,Fares,Reduced Fares,Senior CharlieCard,0.00787957314095594,268
Reporting Group,Bus,111,Fares,Reduced Fares,Youth Pass,0.0050967855352341,269
Reporting Group,Bus,111,Fares,Reduced Fares,Transportation Access Pass (TAP),0.0372166915168601,270
Reporting Group,Bus,111,Fares,Reduced Fares,Blind Access CharlieCard,0.00241036025184423,271
Reporting Group,Bus,111,Fares,Reduced Fares,Other Reduced or Free Fare,0.00101961754575583,272
Reporting Group,Bus,111,Income,Household Income,Less than 40% of Area Median Income,0.210813140316167,273
Reporting Group,Bus,111,Income,Household Income,30% to 60% of Area Median Income,0.367437821178345,274
Reporting Group,Bus,111,Income,Household Income,60% to 80% of Area Median Income,0.230317276864712,275
Reporting Group,Bus,111,Income,Household Income,80% to 100% of Area Median Income,0.0622447713634613,276
Reporting Group,Bus,111,Income,Household Income,100% to 140%  of Area Median Income,0.0182164848152429,277
Reporting Group,Bus,111,Income,Household Income,130% to 200% of Area Median Income,0.00483457070657603,278
Reporting Group,Bus,111,Income,Household Income,Prefer not to say,0.106135934755496,279
Reporting Group,Bus,111,Income,Title VI Low-Income,Yes,0.904574966689263,280
Reporting Group,Bus,111,Income,Title VI Low-Income,No,0.0954250333107366,281
Reporting Group,Bus,111,Other Demographics,Ability to Understand English,Always,0.63470840813466,282
Reporting Group,Bus,111,Other Demographics,Ability to Understand English,Often,0.108829899878371,283
Reporting Group,Bus,111,Other Demographics,Ability to Understand English,Sometimes,0.189937814387755,284
Reporting Group,Bus,111,Other Demographics,Ability to Understand English,Never,0.0585722955352813,285
Reporting Group,Bus,111,Other Demographics,Ability to Understand English,Prefer not to say,0.0079515820639326,286
Reporting Group,Bus,111,Other Demographics,Age,Under 18,0.0283859500655915,287
Reporting Group,Bus,111,Other Demographics,Age,18 to 25,0.226448535955495,288
Reporting Group,Bus,111,Other Demographics,Age,26 to 34,0.316107297942636,289
Reporting Group,Bus,111,Other Demographics,Age,35 to 44,0.215872766238419,290
Reporting Group,Bus,111,Other Demographics,Age,45 to 64,0.199441817040307,291
Reporting Group,Bus,111,Other Demographics,Age,65 or older,0.0137436327575511,292
Reporting Group,Bus,111,Other Demographics,Gender,Female,0.542156439742123,293
Reporting Group,Bus,111,Other Demographics,Gender,Male,0.44733962393932,294
Reporting Group,Bus,111,Other Demographics,Gender,Non-Binary,0.00854671994297184,295
Reporting Group,Bus,111,Other Demographics,Gender,Other,0.00195846699307783,296
Reporting Group,Bus,111,Race and Ethnicity,Hispanic or Latine,Yes,0.628447170012219,297
Reporting Group,Bus,111,Race and Ethnicity,Hispanic or Latine,No,0.363714146643208,298
Reporting Group,Bus,111,Race and Ethnicity,Hispanic or Latine,Prefer not to say,0.0078386833445725,299
Reporting Group,Bus,111,Race and Ethnicity,Race,American Indian or Alaska Native,0.084094800107454,300
Reporting Group,Bus,104,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.0115527258257063,301
Reporting Group,Bus,104,Vehicles,Cars per Capita,1 or more,0.0520175089534421,302
Reporting Group,Bus,104,Vehicles,Usable Cars,0,0.436291831220121,303
Reporting Group,Bus,104,Vehicles,Usable Cars,1,0.415549564586132,304
Reporting Group,Bus,104,Vehicles,Usable Cars,2,0.127633501583746,305
Reporting Group,Bus,104,Vehicles,Usable Cars,3 or more,0.0205251026100013,306
Reporting Group,Bus,11,Access Mode,Access to First MBTA Service,Walked,0.870113198739643,307
Reporting Group,Bus,11,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.042906601314817,308
Reporting Group,Bus,11,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.0313455479052398,309
